Outlet Code,Outlet Name,Type,Town,Owner Name,Phone,Onboarded,Credit Days,Latitude,Longitude,Status
OA0679,Vasanth Gadgets,Premium Reseller,Tiruppur,Ramesh V,90011-76335,05/07/2020,45,11.123667,77.315641,Active
OA0680,Karpagam Mobiles,General Trade,KARUR,Gopal M,82669-99253,11/01/2020,30,11.003869,78.035055,dormant
OA0681,Lakshmi Agencies,General Trade,tirupur,Suresh Nathan,7774661174,06-May-24,15,11.141009,77.345832,Active
OA0682,Thangam Cellpoint,Mobile Specialist,coimbatore,Bala Babu,7987314163,28-Mar-20,30,11.022194,76.973751,ACTIVE
OA0683,Lakshmi Telecom,Mobile Specialist,dindigul,Gopal Krishnan,9175894989,08/05/2025,0,10.332388,77.97056,Active
OA0684,City Digital,General Trade,Madurai,Ramesh Raj,66170-41548,20/08/2022,45,9.910981,78.10867,dormant
OA0685,Selvam Gadgets,Premium Reseller,tirupur,Ravi S,9055862749,2021-01-27,30,11.097526,77.326233,Inactive
OA0686,Royal Electronics,General Trade,DINDIGUL,Suresh V,7811972908,2023-02-18,45,10.327747,77.996558,Hold
OA0687,Bharath Communications,General Trade,Cbe,Manoj Murugan,7677582368,17-Dec-19,45,11.028709,76.93298,ACTIVE
OA0688,Sri Krishna Mobiles,Premium Reseller,Vellore,Prabhu Krishnan,6082809260,12/08/2024,30 days,12.932151,79.114867,active
OA0689,Ram Communications,Premium Reseller,Chennai,Suresh Raj,+91 95708 41784,30/05/2021,15,13.047001,80.250871,Active
OA0690,Sangeetha Mobiles,Mobile Specialist,Tiruchirappalli,Saravanan Nathan,9027555665,20/01/2025,30 days,10.765555,78.714464,ACTIVE
OA0691,Royal Traders,Mobile Specialist,Madurai,Naveen Krishnan,94420-11508,28/11/2019,15,9.944292,78.162824,Active
OA0692,Sri Balaji Infotech,General Trade,Cbe,Senthil Babu,7318402302,17-Jun-22,30,11.039081,76.982969,dormant
OA0693,Poorvika Agencies,Premium Reseller,VELLORE,Bala S,7501360035,20-Nov-22,45,12.906819,79.143003,ACTIVE
OA0694,Devi Mobile,General Trade,SALEM,Naveen Kumar,8224273700,20/10/2024,30 days,11.682739,78.172635,Active
OA0695,Ram Cellpoint,Premium Reseller,Mdu,Prabhu V,,2020-09-06,30,9.895132,78.102102,Inactive
OA0696,Sakthi Cellpoint,Premium Reseller,VELLORE,Arun S,917563778617,06/06/2025,30 days,12.926393,79.132044,Dormant
OA0697,Modern Cellpoint,General Trade,Nellai,Karthik Raj,6850061957,13/08/2023,45,,,Active
OA0698,Sri Balaji Gadgets,Mobile Specialist,Salem,Prabhu S,7034618046,08/03/2023,0,11.624126,78.184822,active
OA0699,Universal Communications,General Trade,Trichy,Anand Raj,85678-27222,2024-04-13,,10.773493,78.693408,ACTIVE
OA0700,Lakshmi Electronics,Mobile Specialist,erode,Saravanan Kumar,7444644035,07/06/2025,30,,,Active
OA0701,City Infotech,General Trade,Cbe,Manoj Kumar,916460548064,24-Oct-24,15,11.009656,76.943266,active
OA0702,Sakthi Infotech,General Trade,TIRUNELVELI,Manoj Murugan,+91 74536 27427,2022-01-08,30,,,Active
OA0703,Thangam Telecom,General Trade,Tirunelveli,Saravanan Raj,8825778813,24/07/2023,15,8.729735,77.801126,Hold
OA0704,Royal Infotech,General Trade,Vellore,Vignesh Kumar,9567111542,31/12/2023,30,12.956125,79.093044,
OA0705,Bharath Agencies,General Trade,MADURAI,Dinesh Babu,+91 93581 00312,2020-08-27,0,9.905744,78.093783,
OA0706,iStore Infotech,Premium Reseller,VELLORE,Ravi R,6930147552,20/08/2023,30,12.948343,79.121502,Inactive
OA0707,iStore Enterprises,Mobile Specialist,madurai,Anand Babu,6679439423,29/11/2019,30 days,9.965528,78.133762,dormant
OA0708,Vinayaga Cellpoint,General Trade,Karur,Dinesh R,916543558152,2022-05-30,COD,10.986607,78.09575,ACTIVE
OA0709,New Star Mobile,Mobile Specialist,SALEM,Bala Babu,7547193164,05/07/2023,,11.655887,78.153448,Active
OA0710,Karpagam Agencies,Mobile Specialist,dindigul,Vijay R,7949711390,19-Feb-20,,10.347537,77.962768,Dormant
OA0711,Devi Electronics,Mobile Specialist,Coimbatore,Rajesh R,7347743433,10/06/2021,,11.052339,76.924882,dormant
OA0712,Devi Gadgets,General Trade,CHENNAI,Bala M,7589892894,2022-08-26,0,13.052023,80.265385,Active
OA0713,Ganesh Traders,General Trade,Nellai,Suresh Nathan,+91 89476 36540,13/04/2021,,8.722043,77.716068,Dormant
OA0714,Karpagam Digital,General Trade,trichy,Manoj S,+91 98686 69212,10-Sep-21,15,,,Hold
OA0715,Kumaran Electronics,General Trade,Tanjore,Arun M,9013506303,19-May-25,30,10.816778,79.170533,Active
OA0716,Anandha Communications,Mobile Specialist,Tiruppur,Manoj Krishnan,7428498575,2020-04-29,30 days,11.147951,77.355784,active
OA0717,Poorvika Traders,Premium Reseller,TIRUNELVELI,Rajesh S,7375821555,2024-09-25,15,,,Hold
OA0718,Vinayaga Infotech,Premium Reseller,trichy,Prabhu Kumar,9209451920,26-Oct-19,0,10.772251,78.684454,Active
OA0719,Sakthi Infotech,General Trade,Madurai,Bala R,0,02-Jan-22,COD,9.918348,78.075869,ACTIVE
OA0720,Sangeetha Traders,General Trade,TIRUNELVELI,Anand Murugan,61329-70001,19-Dec-19,15,8.739463,77.735569,Active
OA0721,Devi Agencies,Mobile Specialist,Erode,Vignesh Kumar,9481570908,07/12/2019,15,11.326692,77.709367,Hold
OA0722,Bharath Enterprises,General Trade,VELLORE,Dinesh Nathan,9374219838,2022-11-18,30,12.880268,79.123679,Active
OA0723,Lakshmi Communications,General Trade,KARUR,Sathish Krishnan,9196884723,25/01/2022,30,10.94174,78.043088,active
OA0724,New Star Communications,General Trade,Mdu,Rajesh Raj,6165151242,30/08/2019,45,,,Active
OA0725,Lakshmi Communications,General Trade,TIRUNELVELI,Vijay Nathan,66516-03110,12/08/2023,30,8.677433,77.766944,active
OA0726,Sri Balaji Traders,General Trade,TIRUNELVELI,Vijay Krishnan,918036738456,2025-06-05,30,8.692671,77.735656,Hold
OA0727,Royal Electronics,Mobile Specialist,COIMBATORE,Rajesh Babu,6122376046,20-Jan-23,15,,,Hold
OA0728,Thangam Telecom,Mobile Specialist,Madurai,Bala Babu,+91 67348 68117,11-Apr-23,COD,9.897053,78.161428,active
OA0729,Amman Gadgets,Mobile Specialist,Salem,Ramesh S,6352237399,2023-08-07,30,11.670652,78.163631,ACTIVE
OA0730,Saravana Communications,General Trade,CHENNAI,Hari V,,15-Jan-23,0,13.104799,80.235286,Active
OA0731,Mobile World Gadgets,General Trade,Karur,Gopal R,,16/01/2021,,10.926676,78.109716,dormant
OA0732,Selvam Agencies,General Trade,Tirupur,Saravanan Kumar,918648532228,10/08/2022,0,11.099282,77.300843,active
OA0733,New Star Mobile,General Trade,Salem,Vijay M,8410040611,2024-06-02,COD,11.704738,78.136081,active
OA0734,Lakshmi Traders,Mobile Specialist,THANJAVUR,Hari R,8341314119,17/02/2020,15,10.778404,79.16577,Inactive
OA0735,Royal Digital,General Trade,erode,Bala Raj,8368843693,30/08/2024,COD,11.379667,77.694188,ACTIVE
OA0736,Muthu Infotech,Mobile Specialist,CHENNAI,Muthu Murugan,,11-Feb-25,30,13.072945,80.274865,Hold
OA0737,Vasanth Agencies,Premium Reseller,VELLORE,Bala Krishnan,9215708285,18/03/2021,30,12.917442,79.142558,ACTIVE
OA0738,Selvam Mobiles,Premium Reseller,VELLORE,Muthu Murugan,9040128328,24/07/2024,,12.947337,79.119637,Inactive
OA0739,Sangeetha Communications,General Trade,DINDIGUL,Ravi Raj,6273039006,05/07/2022,45,,,Active
OA0740,New Star Agencies,General Trade,CBE,Manoj Kumar,7972076122,2020-04-14,45,11.051844,76.939526,Hold
OA0741,Lakshmi Enterprises,Premium Reseller,CHENNAI,Arun S,7154517900,03/02/2024,,13.101273,80.264498,dormant
OA0742,Lakshmi Enterprises,General Trade,SALEM,Sathish V,+91 93994 87161,01-Jun-23,30 days,11.633513,78.183173,Inactive
OA0743,Sri Balaji Traders,Premium Reseller,Madras,Sathish Murugan,6140556405,20/11/2024,,13.04342,80.243836,
OA0744,Jeyam Communications,General Trade,VELLORE,Vijay S,9552186924,2020-03-02,COD,12.901124,79.148636,Active
OA0745,Thangam Telecom,Premium Reseller,tirupur,Vijay Raj,,06-Sep-24,30,11.120788,77.379981,Inactive
OA0746,Poorvika Mobiles,General Trade,DINDIGUL,Anand M,6356062033,08-Jun-23,30,10.353663,77.925474,Hold
OA0747,Jeyam Communications,Mobile Specialist,coimbatore,Hari M,7034206730,30/06/2019,30 days,10.981283,76.986362,active
OA0748,Ganesh Electronics,Mobile Specialist,Tiruppur,Sathish V,9309208826,02/03/2024,COD,11.132271,77.309031,ACTIVE
OA0749,Thangam Digital,Premium Reseller,COIMBATORE,Prabhu V,+91 93187 07048,2020-10-26,COD,11.052129,76.945888,Active
OA0750,Vasanth Cellpoint,Multi-Yard,KARUR,Arun Raj,+91 87757 11898,2024-02-26,30,10.923213,78.069173,active
OA0751,Ganesh Gadgets,Mobile Specialist,trichy,Anand Nathan,8518587969,25/06/2024,COD,10.812843,78.700724,Hold
OA0752,Thangam Electronics,General Trade,Madurai,Anand Babu,9784894032,2020-02-01,45,9.952174,78.133597,ACTIVE
OA0753,Big C Traders,General Trade,Vellore,Manoj Krishnan,0,31/01/2024,45,12.892502,79.09529,Inactive
OA0754,Thangam Enterprises,General Trade,COIMBATORE,Ravi Murugan,7547820730,31-Jan-25,30,11.019604,76.96826,Active
OA0755,Poorvika Traders,Mobile Specialist,erode,Dinesh Babu,7658023729,28/08/2022,30,11.344424,77.72413,active
OA0756,Modern Telecom,General Trade,Dindigul,Suresh Babu,918671933257,2019-12-16,15,10.358665,77.934507,
OA0757,Universal Enterprises,Mobile Specialist,VELLORE,Ramesh R,8082066321,04/10/2020,30,12.891947,79.172333,Hold
OA0758,Prime Mobile,Mobile Specialist,Madurai,Rajesh M,9417879291,21-Aug-21,0,9.938167,78.119434,Dormant
OA0759,Ram Infotech,Multi-Yard,erode,Arun Babu,7444247925,20/03/2021,0,11.299894,77.736981,dormant
OA0760,Sakthi Infotech,General Trade,CHENNAI,Arun M,9066192367,13/03/2023,,,,Active
OA0761,Chennai Silks Gadgets,General Trade,Karur,Ravi Kumar,83018-33236,08-Aug-22,15,10.995938,78.046243,Inactive
OA0762,Sakthi Electronics,General Trade,KARUR,Sathish M,8859138008,2022-12-30,30,10.931593,78.119716,Active
OA0763,Kumaran Traders,Mobile Specialist,Tiruppur,Gopal S,9655433652,02/05/2025,30 days,11.086119,77.321449,Active
OA0764,Anandha Infotech,General Trade,salem,Muthu Krishnan,9817622052,03-Sep-20,,11.70321,78.117625,Hold
OA0765,Amman Cellpoint,General Trade,Madurai,Bala Raj,0,16/07/2022,45,9.946037,78.09555,Active
OA0766,Vasanth Enterprises,Mobile Specialist,KARUR,Sathish S,9162482578,27-Apr-25,45,10.981068,78.100536,Active
OA0767,Royal Communications,Mobile Specialist,Tirunelveli,Karthik V,7196586600,03-May-25,45,8.730713,77.79283,Dormant
OA0768,City Telecom,General Trade,Salem,Naveen Raj,60855-55111,17/12/2022,15,,,Inactive
OA0769,Sangeetha Telecom,Premium Reseller,Karur,Bala S,8522833528,29/08/2021,30,10.971353,78.047559,Active
OA0770,Sri Krishna Agencies,Premium Reseller,SALEM,Manoj Murugan,9221087522,23/05/2022,,11.683244,78.156289,
OA0771,Big C Communications,Mobile Specialist,Coimbatore,Manoj Kumar,,2023-04-23,30,11.028227,76.987463,ACTIVE
OA0772,Ganesh Cellpoint,General Trade,madurai,Muthu S,7784716745,13/05/2022,30,9.911556,78.141769,
OA0773,Karpagam Enterprises,Mobile Specialist,coimbatore,Anand S,9349971077,2022-03-03,30,,,Dormant
OA0774,Meenakshi Agencies,Premium Reseller,madurai,Senthil Kumar,6750876581,16/04/2025,30 days,9.880692,78.092727,Inactive
OA0775,Prime Digital,Mobile Specialist,dindigul,Hari R,8160553156,13-Jun-22,0,10.401246,77.981102,ACTIVE
OA0776,Sri Krishna Cellpoint,Mobile Specialist,Dindigul,Dinesh Nathan,,25/10/2023,0,10.375077,77.998938,Active
OA0777,City Communications,Mobile Specialist,Tirupur,Senthil Krishnan,74174-80276,2025-04-03,0,11.112163,77.297496,
OA0778,Vasanth Infotech,General Trade,Erode,Sathish Murugan,+91 99174 17841,17/09/2024,,11.347572,77.701988,dormant
OA0779,Jeyam Agencies,General Trade,Karur,Naveen M,8272915702,2019-09-22,45,10.921715,78.115198,ACTIVE
OA0780,Devi Infotech,Premium Reseller,Tirupur,Sathish R,,09/11/2024,45,11.15259,77.380907,ACTIVE
OA0781,City Gadgets,Mobile Specialist,Erode,Sathish V,9814557775,14/09/2021,COD,11.335714,77.753748,Active
OA0782,City Mobiles,General Trade,Trichy,Muthu R,6626626996,30/06/2022,30,10.776374,78.677988,Dormant
OA0783,iStore Telecom,General Trade,Nellai,Bala Babu,9194652552,30/04/2020,30,8.747086,77.71512,Active
OA0784,,General Trade,Madras,Arun Kumar,7749792936,2023-03-24,30,13.064293,80.23101,Active
OA0785,Prime Traders,General Trade,CBE,Prabhu Babu,917423372027,26/03/2024,0,11.037921,76.927307,Active
OA0786,Vasanth Electronics,Mobile Specialist,KARUR,Ravi Krishnan,6634489398,2025-03-08,15,,,Active
OA0787,Ram Mobiles,General Trade,dindigul,Prabhu Krishnan,7280673430,2024-09-29,30,10.348891,77.924785,Active
OA0788,Chennai Silks Electronics,General Trade,COIMBATORE,Rajesh Krishnan,6721776122,2022-12-11,30 days,11.058795,76.934221,Inactive
OA0789,Modern Cellpoint,General Trade,TRICHY,Hari R,,02/12/2019,30 days,10.834013,78.669926,dormant
OA0790,Sangeetha Mobile,General Trade,Dindigul,Ravi V,6842928815,19/08/2023,COD,10.377834,78.003596,Dormant
OA0791,Modern Telecom,Multi-Yard,CHENNAI,Vijay R,7326670979,2024-06-02,,13.058018,80.292046,Dormant
OA0792,Devi Mobile,General Trade,SALEM,Hari V,7618495728,31/01/2023,15,11.669258,78.149019,Dormant
OA0793,Ram Digital,General Trade,Tiruchirappalli,Vijay Murugan,+91 92317 45497,24/03/2020,COD,10.753241,78.737296,Dormant
OA0794,Muthu Mobiles,General Trade,trichy,Ravi Krishnan,90905-58313,29/01/2021,30,10.817727,78.708851,Dormant
OA0795,Sri Krishna Digital,General Trade,erode,Manoj Krishnan,7071617559,10/12/2020,,,,Dormant
OA0796,Saravana Electronics,Mobile Specialist,Madras,Hari R,7985815870,26/12/2020,30 days,13.088473,80.248749,active
OA0797,Amman Gadgets,General Trade,erode,Vijay V,7681687348,24/08/2019,30,11.29825,77.678691,Active
OA0798,Anandha Digital ,Mobile Specialist,TIRUNELVELI,Naveen M,6880854055,10/12/2021,,8.738943,77.74083,active
OA0799,Thangam Cellpoint,Premium Reseller,Salem,Senthil Babu,9522748435,15/06/2021,COD,11.645219,78.166622,Active
OA0800,MEENAKSHI ENTERPRISES,General Trade,salem,Hari S,+91 75963 03799,2020-04-04,30,,,Active
OA0801,SANGEETHA DIGITAL,General Trade,Madurai,Ravi Krishnan,+91 68376 18979,18/12/2024,0,,,Active
OA0802,Mobile World Mobiles,Premium Reseller,CBE,Sathish S,7857132280,2022-09-24,30 days,11.050688,76.937727,Active
OA0803,Royal Enterprises - Branch,General Trade,salem,Prabhu Murugan,8994816242,06-Oct-22,45,11.645203,78.165846,dormant
OA0804,Devi Communications ,General Trade,KARUR,Muthu R,7153867707,13/06/2022,30,11.000745,78.109196,
OA0805,Mobile World Infotech ,General Trade,Vellore,Arun Kumar,7101777919,14/01/2022,30,12.934833,79.146606,Dormant
OA0806,Modern Communications ,Mobile Specialist,TIRUNELVELI,Manoj R,7944411442,2022-08-07,30 days,8.739713,77.734022,Active
OA0807,Muthu Digital - Branch,General Trade,COIMBATORE,Gopal Nathan,7421382336,2024-04-25,,11.04218,76.96479,dormant
OA0808,Sakthi Communications - Branch,Multi-Yard,salem,Hari Murugan,9621159289,29/04/2023,15,11.622201,78.103525,Active
OA0809,Mobile World Cellpoint,Mobile Specialist,KARUR,Prabhu V,6130797279,22-Nov-21,30 days,10.938615,78.043663,Hold
OA0810,Amman Cellpoint,General Trade,KARUR,Dinesh Kumar,6091067043,02/03/2025,15,10.968052,78.073425,Active
OA0811,Big C Agencies ,Mobile Specialist,Erode,Ravi S,9416862938,2020-02-07,30,11.346648,77.735917,
OA0812,Meenakshi Traders - Branch,Mobile Specialist,MADURAI,Arun Babu,+91 63779 91158,21/08/2020,15,9.886453,78.094188,
OA0813,Sakthi Electronics - Branch,General Trade,KARUR,Sathish M,8559913948,2022-12-30,30,10.931593,78.119716,Active
OA0814,Poorvika Traders ,Premium Reseller,TIRUNELVELI,Rajesh S,916464663987,2024-09-25,15,,,Hold
OA0815,BIG C INFOTECH,Premium Reseller,Madras,Rajesh Babu,,22-Oct-20,0,13.099908,80.308437,Inactive
OA0816,MUTHU AGENCIES,Premium Reseller,Vellore,Rajesh V,,30/10/2024,30,12.876551,79.108047,Active
OA0817,ISTORE TELECOM,General Trade,Dindigul,Dinesh S,8448513558,2024-08-07,,10.387602,77.942617,Inactive
OA0818,Selvam Agencies ,General Trade,madurai,Dinesh S,8359746750,2023-12-31,COD,9.922172,78.075348,Active
OA0819,RAM COMMUNICATIONS,Premium Reseller,Chennai,Suresh Raj,+91 95708 41784,30/05/2021,15,13.047001,80.250871,Active
OA0820,Amman Agencies ,General Trade,KARUR,Prabhu Murugan,7639489875,03/10/2024,0,10.922441,78.064675,ACTIVE
